track_name; track_id; album_name; album_id; artist_name; artist_id; release_date; length; popularity; acousticness; danceability; energy; instrumentalness; liveness; loudness; speechiness; tempo; time_signature; 
Words Of Wisdom; 645Wewy21HDB0TiyiTXv75; EUROPE; 58BNQSQKl74qy14i1AuGVU; Europe; 7Js6Lde8thlIHXggv2SCBz; 1983; 243933; 18; 0.00431; 0.433; 0.448; 0.000276; 0.224; -12.631; 0.0304; 132.738; 4; 
Paradize Bay; 6D73InOtR592aZYAZGVRSo; EUROPE; 58BNQSQKl74qy14i1AuGVU; Europe; 7Js6Lde8thlIHXggv2SCBz; 1983; 231960; 16; 2.59e-05; 0.48; 0.721; 0.000253; 0.064; -12.77; 0.0474; 107.151; 4; 
Memories; 0cvasZaTbtSjDSBv9JZBR7; EUROPE; 58BNQSQKl74qy14i1AuGVU; Europe; 7Js6Lde8thlIHXggv2SCBz; 1983; 272133; 17; 3.37e-05; 0.421; 0.875; 0.0027; 0.0601; -13.692; 0.0537; 79.1; 4; 
61 Seconds; 68X5fZfPdcQZMeKu0wYpp6; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 272026; 26; 0.00019; 0.528; 0.725; 0.75; 0.193; -6.952; 0.0305; 125.496; 4; 
Mystery Man; 0gSRnm3eZB1vR10dgXe4Cv; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 225706; 24; 0.00141; 0.332; 0.916; 0.582; 0.167; -6.905; 0.0624; 134.917; 4; 
All the Love; 7cFwidU8t379SB48hClCUB; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 202906; 27; 0.00288; 0.591; 0.858; 0.0301; 0.107; -4.45; 0.0358; 127.847; 4; 
Your Love; 7klz88sOMuFmVjfJSf2QDb; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 205066; 29; 0.015; 0.415; 0.871; 0.228; 0.1; -5.102; 0.0717; 126.217; 4; 
Talk to Me; 1sYiXsfL3FYQhhQb9h5Aau; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 204640; 23; 0.0232; 0.519; 0.778; 0.267; 0.25; -5.926; 0.0369; 120.72; 4; 
I Dont Need Her; 0VStiPw1nZNI3EMPerkPbf; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 198786; 22; 0.00164; 0.399; 0.903; 0.718; 0.316; -7.168; 0.0608; 123.823; 4; 
Every Time You Cry; 0TJM6j6mTxvx92nbuaRlpm; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 212653; 23; 0.016; 0.57; 0.68; 0.611; 0.115; -6.762; 0.0269; 101.99; 4; 
Taking My Chances; 2582aTZJvbsGNTdDIXN6bf; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 184746; 22; 0.000119; 0.423; 0.655; 0.0718; 0.0658; -7.169; 0.0295; 133.779; 4; 
Say It Isnt So; 24q6ouwF5DNK2gtFyxl2FT; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 233493; 22; 0.0001; 0.534; 0.706; 0.0248; 0.106; -8.205; 0.0312; 113.419; 4; 
Nervous Alibi; 2Lc7A4C1paCL4Ge3nSU44U; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 209466; 20; 0.0198; 0.231; 0.356; 0.00507; 0.264; -9.287; 0.031; 98.743; 4; 
Since Youve Been Gone; 6v7fvjtvLjWHAgj58PkVHr; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 261626; 22; 2.66e-05; 0.503; 0.81; 8.14e-05; 0.0474; -6.898; 0.0336; 125.873; 4; 
Playground; 29xNTmxkrbzLeIcLlcxlEl; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 272333; 20; 0.00188; 0.492; 0.872; 0.0219; 0.611; -6.758; 0.0396; 122.578; 4; 
Somewhere in America; 5NXDsmxNYAMKN4KNVobsyp; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 252066; 20; 7.47e-05; 0.41; 0.93; 0.086; 0.106; -6.979; 0.0624; 117.696; 4; 
The Night Aint Over; 6JVl7ZzZGXiNjuh8DhllQp; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 224853; 20; 0.00147; 0.505; 0.68; 1.04e-06; 0.0529; -4.873; 0.0352; 126.598; 4; 
Reach Out; 63robsCwifJXDanIqcxtOi; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 214333; 19; 0.243; 0.507; 0.846; 0; 0.0898; -4.557; 0.0478; 104.533; 4; 
Voices of Babylon; 4q8W6cT0nfwWoURY4sUyU8; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 212253; 20; 0.0524; 0.523; 0.907; 0.00899; 0.318; -3.535; 0.0494; 120.078; 4; 
Let My Love Run; 41ZvCOQPmFrHXesPb64EwR; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 232920; 30; 1.59e-05; 0.344; 0.788; 0.842; 0.361; -6.874; 0.0423; 149.21; 4; 
Never Told Lies; 3TclzSrsTwrUWDf50ATbdv; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 264253; 19; 0.24; 0.673; 0.821; 0; 0.12; -6.664; 0.0309; 134.661; 4; 
Looking for a Girl; 10g2OTgmLkK545QPQGJXuX; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 269213; 17; 0.0108; 0.465; 0.7; 0; 0.0655; -7.791; 0.0525; 143.456; 4; 
Nervous Alibi Alternative Version; 2jPcpMP4c2Z06VPqHY4y5q; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 211760; 17; 0.000117; 0.529; 0.931; 0.000143; 0.105; -4.952; 0.0495; 134.738; 4; 
Turn and Run; 379o6qSl8td1nvJtjDmjRu; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 195386; 18; 0.000927; 0.526; 0.89; 0.102; 0.0868; -6.034; 0.0408; 118.347; 4; 
Stranger in My Own Town; 6F1jbIzngfdgCVdwlsqImc; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 157866; 16; 0.000191; 0.519; 0.846; 0.0005; 0.328; -6.827; 0.0348; 134.119; 4; 
One Hot Country; 1J0ohug5TYpTB3bg4UZ44Z; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 210933; 17; 0.00134; 0.504; 0.899; 0.0326; 0.217; -7.0; 0.104; 131.93; 4; 
Simple World; 4xKrDCSymEHCBclybqJKWd; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 196866; 28; 0.000251; 0.516; 0.888; 0.0746; 0.307; -6.908; 0.0433; 133.491; 4; 
Tiny Lights; 14ow39wzx07W3H2D3k4u1p; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 218866; 28; 0.000221; 0.509; 0.86; 0.366; 0.06; -6.592; 0.0318; 128.069; 4; 
Sandman; 17qaHeNwsPp5hXgg2iUobn; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 185853; 27; 0.233; 0.422; 0.593; 0.00157; 0.285; -7.657; 0.0293; 96.962; 4; 
Dont Tell Me; 6mPMFxazsmkzjObnEAkGcu; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 186373; 16; 0.00161; 0.425; 0.728; 9.57e-05; 0.0893; -4.413; 0.0419; 133.397; 4; 
Mr Dream Maker; 7IwYkH9y58Nzuncvt5K7K9; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 227506; 15; 0.0415; 0.435; 0.865; 0.00277; 0.0769; -5.607; 0.0406; 165.441; 4; 
Better Get Ready; 1bJHMUDVXlwpm9ZyoAIHPA; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 221040; 16; 0.000225; 0.432; 0.781; 0; 0.0426; -3.907; 0.0429; 127.687; 4; 
Never Wanted to Dance; 3Kda6vyWWzOzj1PlOcd28E; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 263960; 28; 0.000714; 0.39; 0.723; 3.06e-05; 0.0467; -5.213; 0.0385; 125.41; 4; 
Burning Light; 6dqYIV3MhoyuBSuKdxDJIn; The Baseball Boys Early Demos and Rare Tracks; 0GJkcbZSaHggDttC7nYaVO; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2020-07-09; 260973; 28; 0.0651; 0.198; 0.805; 0; 0.123; -4.406; 0.045; 200.314; 4; 
Aladdins Cave; 7qWVzo656np5QFpgqORb8v; Replay; 3CkuEXqwoZPw2HLWCGMtwh; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2011-06-28; 272186; 29; 0.00438; 0.523; 0.945; 0; 0.0891; -2.87; 0.048; 120.012; 3; 
California Sun; 3bRnh6WsgcO28Q4R0ChvEL; Replay; 3CkuEXqwoZPw2HLWCGMtwh; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2011-06-28; 240746; 30; 0.0533; 0.5; 0.868; 1.43e-05; 0.274; -3.842; 0.0475; 114.96; 4; 
A Long Long Time Ago; 7rAkgb5dzBUsqJP00LJr17; Replay; 3CkuEXqwoZPw2HLWCGMtwh; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2011-06-28; 264960; 32; 0.0093; 0.455; 0.822; 4.59e-05; 0.195; -3.206; 0.0359; 119.923; 4; 
In Your Company; 3OOFHtqsq6rZnTgKVACdkU; Replay; 3CkuEXqwoZPw2HLWCGMtwh; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2011-06-28; 212466; 28; 0.0807; 0.467; 0.891; 1.21e-06; 0.165; -3.471; 0.0358; 134.705; 4; 
Who Would You Be; 7Feu9UNAg3s39d3iaQtk4Y; Replay; 3CkuEXqwoZPw2HLWCGMtwh; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2011-06-28; 189746; 28; 0.0164; 0.482; 0.932; 0; 0.163; -2.734; 0.0458; 125.999; 4; 
Shake Your Thing; 1fmDTCQWpncOy444jgkeEb; Replay; 3CkuEXqwoZPw2HLWCGMtwh; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2011-06-28; 279253; 28; 0.00995; 0.366; 0.813; 5.37e-05; 0.0842; -2.432; 0.0356; 81.988; 4; 
New York City; 0hSoJ8IenSWkgUsZ7QBugM; Replay; 3CkuEXqwoZPw2HLWCGMtwh; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2011-06-28; 250613; 16; 0.0826; 0.469; 0.9; 1.83e-05; 0.119; -3.833; 0.064; 92.009; 4; 
Call It Out; 3TKInTj7yXIEa8zPZEDoiT; Replay; 3CkuEXqwoZPw2HLWCGMtwh; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2011-06-28; 221333; 14; 0.00166; 0.484; 0.935; 0; 0.118; -3.645; 0.0413; 134.844; 4; 
Process; 6IODuCxEOblX31ISwsKHG2; Replay; 3CkuEXqwoZPw2HLWCGMtwh; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2011-06-28; 232226; 15; 0.0332; 0.463; 0.928; 7.61e-05; 0.416; -2.894; 0.0466; 119.92; 4; 
Wonderland; 0jrqtoW9D0FMUhSapY4JuG; Replay; 3CkuEXqwoZPw2HLWCGMtwh; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2011-06-28; 325560; 15; 0.123; 0.559; 0.834; 0; 0.11; -4.249; 0.0365; 117.946; 4; 
Disraeli Years; 7lifPwmCaCR8YXsHRAGGdV; Replay; 3CkuEXqwoZPw2HLWCGMtwh; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2011-06-28; 256946; 13; 0.0394; 0.43; 0.916; 0.000383; 0.464; -3.148; 0.0557; 120.062; 4; 
Sandman; 0yhA0UqPcRzyBpxMM7idh1; Replay; 3CkuEXqwoZPw2HLWCGMtwh; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2011-06-28; 265733; 13; 0.195; 0.254; 0.778; 7.7e-05; 0.214; -5.705; 0.0372; 99.708; 4; 
No Fear; 1NqtBCngHxZxMQVFBzgxo0; Any Time Now; 7u5GtWbGa8uQZzX6AjSmW3; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2006-03-21; 251893; 13; 0.000429; 0.456; 0.889; 0.000109; 0.345; -6.005; 0.0423; 106.959; 4; 
Wasted; 39ciFW8nsu29gjae9uGHgm; Any Time Now; 7u5GtWbGa8uQZzX6AjSmW3; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2006-03-21; 236066; 12; 0.229; 0.571; 0.866; 0; 0.388; -6.255; 0.0422; 126.074; 4; 
This Love Affair; 2oNi9u0mo4iDtNaeUpkqGx; Any Time Now; 7u5GtWbGa8uQZzX6AjSmW3; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2006-03-21; 251413; 16; 0.00638; 0.504; 0.848; 0; 0.326; -5.432; 0.0375; 123.996; 4; 
Long Walk Back From Nowhere; 43nq5VY1TVRCGVitSEXKJP; Any Time Now; 7u5GtWbGa8uQZzX6AjSmW3; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2006-03-21; 268160; 12; 0.0219; 0.564; 0.915; 8.16e-06; 0.497; -5.414; 0.0388; 121.979; 4; 
I Cant Wait; 4PJLbFzkQUjhTB5X6L0uKo; Any Time Now; 7u5GtWbGa8uQZzX6AjSmW3; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2006-03-21; 227360; 12; 0.117; 0.584; 0.83; 0.00026; 0.476; -6.353; 0.029; 119.978; 4; 
Its All About Love; 5YftJP7mUh11XTubQ3tTjJ; Any Time Now; 7u5GtWbGa8uQZzX6AjSmW3; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2006-03-21; 260453; 27; 0.0383; 0.585; 0.888; 0; 0.533; -6.69; 0.0425; 112.028; 4; 
There She Goes; 51L69FdmGF3Fe1cq21KzcW; Any Time Now; 7u5GtWbGa8uQZzX6AjSmW3; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2006-03-21; 282560; 12; 0.0225; 0.569; 0.8; 0.000529; 0.135; -5.731; 0.0299; 129.973; 4; 
The Sound of Love; 2pDLCa9ZVXXwqTJzCvm1ia; Any Time Now; 7u5GtWbGa8uQZzX6AjSmW3; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2006-03-21; 287773; 12; 0.00922; 0.637; 0.792; 3.18e-06; 0.208; -6.848; 0.0254; 109.978; 4; 
Give It All You Got; 4OnNupC3bhdENrJQ7WXTcJ; Any Time Now; 7u5GtWbGa8uQZzX6AjSmW3; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2006-03-21; 268293; 10; 0.000364; 0.57; 0.76; 0.00411; 0.0808; -5.8; 0.0236; 100.004; 4; 
Photograph; 5HTd3ekZ4Rsp8zOnKW3uTS; Any Time Now; 7u5GtWbGa8uQZzX6AjSmW3; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2006-03-21; 215573; 26; 0.252; 0.522; 0.68; 0; 0.113; -6.063; 0.0281; 98.0; 4; 
Rainbows End; 2zRPUHxa43t5pfeJOoYO7n; Any Time Now; 7u5GtWbGa8uQZzX6AjSmW3; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2006-03-21; 288360; 10; 0.177; 0.399; 0.704; 0.0149; 0.145; -7.039; 0.0402; 77.977; 4; 
Peace; 24yCU2KyPqX1tdIg7ZcR0t; Any Time Now; 7u5GtWbGa8uQZzX6AjSmW3; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2006-03-21; 252066; 10; 0.0307; 0.69; 0.735; 4.33e-05; 0.0783; -5.93; 0.0273; 111.963; 4; 
Intro Live at The Forum Curitiba Brazil 2001; 2NkhQFedNc39TW3R4P5Umo; Live in Brazil 01; 0jkBzQnO1hLlixfyZelQid; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2001-03-01; 81920; 11; 0.333; 0.158; 0.0341; 0.917; 0.425; -16.937; 0.0484; 95.979; 5; 
Tiny Lights Live at The Forum Curitiba Brazil 2001; 0x36UyslJb9fCrUe0kFAob; Live in Brazil 01; 0jkBzQnO1hLlixfyZelQid; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2001-03-01; 298546; 11; 0.000119; 0.258; 0.854; 0; 0.608; -5.227; 0.0366; 130.248; 4; 
61 Seconds Live at The Forum Curitiba Brazil 2001; 4vKrdr5TGuwVxj1MtPG6xk; Live in Brazil 01; 0jkBzQnO1hLlixfyZelQid; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2001-03-01; 285586; 11; 1.07e-05; 0.267; 0.81; 7.34e-05; 0.596; -5.419; 0.0468; 123.359; 4; 
Certain Kind of Love Live at The Forum Curitiba Brazil 2001; 2qjKcFOlRMQggZo1fnkx70; Live in Brazil 01; 0jkBzQnO1hLlixfyZelQid; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2001-03-01; 280733; 10; 1.87e-05; 0.246; 0.903; 0; 0.859; -4.848; 0.0593; 123.877; 4; 
Closer to Me Live at The Forum Curitiba Brazil 2001; 7yhYfaYztqDKaP8T19PHat; Live in Brazil 01; 0jkBzQnO1hLlixfyZelQid; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2001-03-01; 279866; 10; 7.63e-05; 0.253; 0.895; 1.11e-06; 0.906; -4.827; 0.0618; 123.843; 4; 
Say It Isnt So Live at The Forum Curitiba Brazil 2001; 1k3KOCAPDa4jyM8iyCmiWO; Live in Brazil 01; 0jkBzQnO1hLlixfyZelQid; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2001-03-01; 251466; 11; 0.000185; 0.391; 0.897; 0; 0.655; -4.202; 0.0434; 119.399; 4; 
All the Love Live at The Forum Curitiba Brazil 2001; 6G21xkIEbfT96ltWMOn00e; Live in Brazil 01; 0jkBzQnO1hLlixfyZelQid; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2001-03-01; 268640; 22; 0.000436; 0.246; 0.916; 1.69e-06; 0.959; -4.055; 0.0642; 117.635; 4; 
Mystery Man Live at The Forum Curitiba Brazil 2001; 5Ud6PntugozRhcGIB0gOxd; Live in Brazil 01; 0jkBzQnO1hLlixfyZelQid; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2001-03-01; 271400; 9; 2.67e-05; 0.298; 0.905; 0.00121; 0.97; -5.008; 0.0668; 125.657; 4; 
Since Youve Been Gone Live at The Forum Curitiba Brazil 2001; 6DTcV3qNGPKEkpgBxG5Jij; Live in Brazil 01; 0jkBzQnO1hLlixfyZelQid; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2001-03-01; 284573; 11; 0.00901; 0.256; 0.904; 0; 0.495; -4.27; 0.05; 122.555; 4; 
For You Live at The Forum Curitiba Brazil 2001; 4bbg8HI3fANX5Ave9gwmvl; Live in Brazil 01; 0jkBzQnO1hLlixfyZelQid; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2001-03-01; 281760; 10; 0.173; 0.218; 0.961; 2.16e-06; 0.976; -5.144; 0.104; 118.054; 4; 
My Paradise Live at The Forum Curitiba Brazil 2001; 4bbYKp1I9jA5Bvi6Uep2p6; Live in Brazil 01; 0jkBzQnO1hLlixfyZelQid; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2001-03-01; 284053; 10; 2.61e-05; 0.22; 0.833; 0; 0.411; -4.222; 0.041; 122.759; 4; 
I Dont Need Her Live at The Forum Curitiba Brazil 2001; 2XyEznblc2tjsGETdKS35o; Live in Brazil 01; 0jkBzQnO1hLlixfyZelQid; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2001-03-01; 426413; 9; 5.73e-06; 0.246; 0.91; 0.00206; 0.776; -5.179; 0.0816; 114.903; 4; 
Your Love Live at The Forum Curitiba Brazil 2001; 0hw3eT3dTMA9UQ2H758x1k; Live in Brazil 01; 0jkBzQnO1hLlixfyZelQid; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 2001-03-01; 371160; 20; 4.73e-05; 0.253; 0.866; 4.09e-05; 0.363; -4.802; 0.0627; 127.313; 4; 
Kiss the Rain; 55gceQjFiEW8JsDSeifjdO; It Aint Over; 2agZlio3nKTci6uLdhY5Mc; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-09-01; 232733; 12; 0.133; 0.581; 0.785; 0.00522; 0.0987; -5.786; 0.036; 113.97; 4; 
Girl of Mine; 3Y8wQrj1UsXzJJWdFfgih9; It Aint Over; 2agZlio3nKTci6uLdhY5Mc; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-09-01; 250933; 10; 0.403; 0.547; 0.867; 3.96e-06; 0.178; -4.214; 0.0376; 122.048; 4; 
It Aint Over; 740PjkuxD0L29KoAiAtN2c; It Aint Over; 2agZlio3nKTci6uLdhY5Mc; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-09-01; 225400; 10; 0.00494; 0.638; 0.684; 0.00149; 0.183; -6.598; 0.0255; 115.948; 4; 
Midnight Moves; 29rVnEJ5P6hSbnh9E0zLHJ; It Aint Over; 2agZlio3nKTci6uLdhY5Mc; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-09-01; 248733; 10; 0.193; 0.528; 0.887; 0.00131; 0.265; -4.981; 0.0395; 120.036; 4; 
Dance The Night Away; 2r67LNr2M8SefyU1db3a0y; It Aint Over; 2agZlio3nKTci6uLdhY5Mc; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-09-01; 256200; 9; 0.145; 0.652; 0.776; 0; 0.331; -6.407; 0.0355; 119.968; 4; 
Lay Down; 1LTgyJ9O1p1iW3mUek2Vdu; It Aint Over; 2agZlio3nKTci6uLdhY5Mc; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-09-01; 206826; 9; 0.0103; 0.553; 0.828; 0.275; 0.108; -4.854; 0.0359; 118.004; 4; 
Slow Motion; 2JgHwoweKNkgZZbnyWKVaz; It Aint Over; 2agZlio3nKTci6uLdhY5Mc; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-09-01; 197800; 8; 0.766; 0.304; 0.422; 0; 0.156; -7.764; 0.0292; 96.941; 4; 
My Girlfriends Girlfriend; 3dU2Tubm226eRUJVS89jMe; It Aint Over; 2agZlio3nKTci6uLdhY5Mc; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-09-01; 212106; 8; 0.141; 0.681; 0.797; 0; 0.328; -5.245; 0.0308; 115.355; 4; 
Talking Bout Us; 1wVbf7RtHzvOZkx0BYhG4f; It Aint Over; 2agZlio3nKTci6uLdhY5Mc; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-09-01; 217600; 8; 0.00571; 0.608; 0.803; 7.56e-05; 0.259; -5.078; 0.0293; 129.967; 4; 
Its a Crime; 7vguixWtNnAwRTnPOaWVUF; It Aint Over; 2agZlio3nKTci6uLdhY5Mc; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-09-01; 267733; 8; 0.299; 0.473; 0.782; 0.00127; 0.194; -6.39; 0.0381; 176.039; 4; 
Chic Lorraine; 1mc9c4PZqNP4868orrY9tc; It Aint Over; 2agZlio3nKTci6uLdhY5Mc; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-09-01; 249293; 8; 0.225; 0.718; 0.655; 0.0011; 0.0782; -5.159; 0.0295; 115.03; 4; 
Out to Lunch; 5j96XG2gZsJxZWso7AxWmY; It Aint Over; 2agZlio3nKTci6uLdhY5Mc; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-09-01; 205466; 7; 0.0129; 0.755; 0.57; 4.47e-05; 0.0429; -5.667; 0.0243; 100.011; 4; 
Heavens Little Angel; 0qnoLW5nDD2pdwIrEReAZE; Extra Innings; 2Hb44sTKDoz0XfiqfzWGcC; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-07-27; 246920; 22; 9.91e-05; 0.422; 0.915; 0.0458; 0.146; -5.28; 0.0584; 108.707; 4; 
Lay Down; 6h0IKMG3700eKro6Nt5qL5; Extra Innings; 2Hb44sTKDoz0XfiqfzWGcC; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-07-27; 223666; 10; 0.00127; 0.54; 0.746; 0.0476; 0.378; -6.596; 0.0285; 115.955; 4; 
Certain Kinda Love; 2RGjtxN7RxvWUW93lOzPPs; Extra Innings; 2Hb44sTKDoz0XfiqfzWGcC; The Outfield; 1zxDewzd2j1ZdSBGaYcr0y; 1999-07-27; 237186; 9; 0.014; 0.491; 0.883; 0.000197; 0.0862; -5.569; 0.064; 125.019; 4; 
